account_id,awg_engagement_rate,is_verified,followers,following,likes,videos_count
a.r.m.y664,0.04962963,FALSE,1755,1443,1586,20
a2_9r,0.059322034,FALSE,354,1422,3843,225
ti.po.check,0.001399417,FALSE,1960,243,24000,228
nutrifersanort,0.469767442,FALSE,43,41,100,5
bhgdee,0.122282609,FALSE,276,2262,126,4
preyah_,0.008075522,FALSE,108200,385,2000000,462
anastasiaashley,0.001782736,TRUE,871100,268,9000000,688
_sanek__56rus,0.00570593,FALSE,3701,2961,1667,75
_rinm,0.35,FALSE,16,91,26,5
_k_1_ji_ji_e_ip__,0.476190476,FALSE,14,116,18,3
xrb_010,0.180569948,FALSE,1737,76,31300,21
soyon_on_fire,0.013430282,FALSE,1336,1233,1025,36
laurenwolfe,0.080565943,TRUE,1000000,786,92300000,1117
mybeautifulfantasy,0.002668111,FALSE,6231,4459,29500,301
itshoneydone,0.054739548,FALSE,288400,120,2300000,334
curlyheadkay3,0.185317282,FALSE,40400,1132,248700,33
ryanmarkparsons,0.019008384,TRUE,131900,69,4400000,287
a3536363773,6.25,FALSE,144,151,8064,10
a.oakley03,0.187913907,FALSE,755,5481,10100,16
_lipsticklinz,0.022765458,FALSE,80400,328,591400,231
lottaavacada,0.932520499,FALSE,33000,183,1100000,37
1305.daniel,0.632828328,FALSE,2231,878,49500,25
dkanik34,0.051738738,FALSE,1042,1423,1717,34
jessicaw521,0.045433463,FALSE,1694,1673,2387,28
nbut_tia,0.13042191,FALSE,579,318,5115,65
jessica.m084,0.005311355,FALSE,31200,1322,702900,55
jessoz0,1.270833333,FALSE,6,1,60,8
jesuthasanjesu344gmail.c,0.072133072,FALSE,1460,99,8546,65
dream_boy__777,0.049901835,FALSE,6767,1077,58400,296
ladybug.223,0.002440816,FALSE,10500,1014,15700,715
manatan0127,0.005425028,FALSE,88700,119,987600,667
bhawaniyogi165,0.003414815,FALSE,27000,34,85800,47
grayson__o,6.713305527,FALSE,27400,1646,2500000,15
_salinasincerely,0.041345543,FALSE,11700,1056,118300,405
divya_angural786,0.004803571,FALSE,16000,9,163800,940
baubleandbeam,0.017233962,FALSE,2258,74,3274,38
fabioygeh,0.18092918,FALSE,821,94,11600,76
avs2704,0.626879699,FALSE,133,973,889,8
farahn75,0.024047157,FALSE,20600,451,122000,274
ummylkheiry,0.000963492,FALSE,72000,617,360400,1801
electrony,0.01816449,FALSE,346700,3,5000000,514
lisababy21_,1.679216867,FALSE,83,52,1235,8
simobmd10,0.000412869,FALSE,42600,124,430000,1473
1musictay,0.1252883,FALSE,14400,118,181900,132
hdpsoyyoxd,0.704,FALSE,75,146,256,5
dfzg242,0.265306122,FALSE,49,129,54,1
lpo_tuv,0.089021816,FALSE,196,462,460,29
lovewanda33,0.016643958,FALSE,4089,9658,10100,200
thelaundryspot,0.000925646,FALSE,217300,125,3400000,116
blandine_ytb,0.03915416,FALSE,45500,369,1000000,334
lifesimmings200,0.001773061,FALSE,17600,168,212300,2821
lyllistapper,0.018054621,FALSE,2400000,570,82100000,300
syedsmarts,0.038502845,FALSE,3122,34,31900,237
bamsbambi,0.613153685,FALSE,9030,45,49600,9
dr.stov,0.021269561,FALSE,9074,1884,80900,3
viperajlx,0.034911478,FALSE,457,10000,300,22
vavamah,0.154269929,FALSE,18100,9799,213600,98
dead.flower_,0.001371285,FALSE,39900,11,1771,22
larosalia2002,0.11862035,FALSE,180200,215,4000000,143
d_e_s_i_c_h_o_r_a_,0.00444898,FALSE,7000,53,197300,988
x_dristawastaken_x,0.025271493,FALSE,10400,6379,342000,389
skdladiesfashionwear,0.048639936,FALSE,709,58,7666,152
crimes4ranboo,0.25387358,FALSE,4728,721,103700,42
andysuzukii,0.066682752,FALSE,468700,278,5100000,377
bylilibet,0.001604907,FALSE,68700,427,2300000,1401
brandyngrams,0.000436704,FALSE,80800,3894,1300000,421
bobemad.o,0.012253582,FALSE,65800,45,355300,121
pipilovepink,0.014687233,FALSE,60200,77,259700,182
albertbarrientos3,0.367702479,FALSE,24200,10000,109500,6
michallaxoxo,0.358103562,FALSE,38900,900,579100,119
sukhpalc1,0.462960809,FALSE,11300,17,247200,77
nwr179,0.287234043,FALSE,94,127,22,1
gneaxb_788,0.094527363,FALSE,201,718,16,1
sivapavi36,0.231690141,FALSE,568,5945,1303,10
sitiomusical,0.02449465,FALSE,106800,211,1100000,534
tot_t893,0.079909177,FALSE,3775,491,10100,36
seanyforreal,0.070369284,FALSE,90600,1,400200,38
mrskarib,0.022443516,FALSE,1300000,1251,68500000,1649
billa.0039,0.272099861,FALSE,10300,27,180800,270
nbeil10,0.032124352,FALSE,193,5440,42,5
nea._nea._,1.643347051,FALSE,243,83,4727,12
ndjfjgkdfkgfcefgtfrfrf_3,0.195154553,FALSE,342,1911,2773,51
wissam_albokai,0.011389875,FALSE,911000,217,20400000,970
user594924259710,0.023672231,FALSE,3295,6569,3435,46
user582gf34ov5,0.055512271,FALSE,151,129,485,56
0ll5eee,0.424725275,FALSE,91,300,716,20
0qqh1,2.892857143,FALSE,14,63,41,2
noopur.biswas84gm,0.000715615,FALSE,96700,80,385600,1415
kaylahsuzannepage,0.092168012,FALSE,25900,165,456100,51
sydneypaschall,0.081455747,FALSE,5232,605,58400,142
improvvlove,0.297837275,FALSE,15100,54,1200000,166
bs_935,0.24689441,FALSE,92,89,158,14
bs_495,0.316742081,FALSE,51,59,191,13
er.graciee,0.005826087,FALSE,11500,1507,234600,317
awanzada410,0.073732719,FALSE,775,123,33300,869
avwxyzc,0.127696125,FALSE,169,115,6695,652
ndangoo,0.000303603,FALSE,55900,87,154100,735
user46obyhbn3o,0.083694084,FALSE,231,447,57,3
ica_poetry.reaal,0.120004521,FALSE,8848,9,17200,15
dyer2uxsx2np,0.005909774,FALSE,3800,10000,1143,44
nayacce0712,0.011062486,FALSE,7149,5766,78000,593
dnginfluencers,0.007994779,FALSE,2043,64,2442,3
maggievillamaria,0.03068704,FALSE,12800,707,317300,605
alfredinho.alfred,0.024883235,FALSE,65700,127,621200,114
gr00vy_gr00v3,0.065821501,FALSE,1160,177,13000,114
soso_adlb_12,0.099180328,FALSE,610,45,291,2
berfinvdz2,0.065113949,FALSE,1089,1774,1462,22
v..b9,0.023691981,FALSE,4983,3417,53500,397
v.elenai,0.008124144,FALSE,313,1556,1989,87
valeria454o,0.004473253,FALSE,5576,9459,3398,182
fe5ro5ty,0.225,FALSE,10,114,44,20
highsnobiety,0.001702869,TRUE,840900,169,33000000,2180
zara_kabirrr,0.014987923,FALSE,20700,282,1300000,215
aaronisaacyo,0.018027373,FALSE,143000,630,6500000,430
ledonbk,0.110426065,FALSE,1140,115,4500,38
idyhabu1,0.015361481,FALSE,3705,1300,16600,318
roxannegan_,0.067821364,FALSE,3893,34,122100,94
ajjwii,0.028571429,FALSE,1063,233,7979,134
sibelugr56,0.005669714,FALSE,14800,143,109800,546
bnx0adb,0.695652174,FALSE,46,84,19,1
lanaalqutami0,0.020748847,FALSE,6977,1472,57100,131
lay7799,0.093806922,FALSE,732,4619,1606,24
thatblackkido,0.013849879,FALSE,1770,3610,30100,85
dgwb22,0.228346457,FALSE,127,306,23,1
dgorr8,1.08,FALSE,25,34,25,1
dh.02xspam,2.357142857,FALSE,7,5,30,3
marmok_ofical2,0.181420173,FALSE,10100,57,58400,32
mhdiqbal0505,0.000832506,FALSE,6761,1320,22300,255
sunheamkh,0.01542376,FALSE,3088,9909,5772,105
s4375941,0.020657277,FALSE,355,1399,42,6
jesseeckel,0.033960421,FALSE,323400,417,3500000,359
s.gyadendorji,0.100907441,FALSE,145,666,360,27
patwickles_,0.008932163,FALSE,17900,861,809200,369
pato___________2,4.112592593,FALSE,135,21,2659,5
dye0cbi25ib9,0.036978508,FALSE,226,291,113,14
emmadestasio,0.029419907,FALSE,4415,8317,651300,191
desleoren,0.005319908,FALSE,6181,94,57900,413
rosa82cal,0.009413187,FALSE,13000,9967,223300,1243
dyloo123,0.12244898,FALSE,49,37,56,10
dyknqbrn71md,0.095301455,FALSE,925,857,1013,13
a__________ast,0.176888655,FALSE,131,317,618,29
rm.jhope.suga,0.109090909,FALSE,1145,2031,1364,11
p23947,0.41112426,FALSE,845,38,1698,5
user356183936,0.069454123,FALSE,246,40,802,43
idalia04_,0.085172872,FALSE,3231,1598,12400,31
havenbaye,0.002481618,FALSE,19200,2387,652000,337
kesismm,0.112956723,FALSE,7546,28,116600,157
olmiee,0.013898382,FALSE,1254,1645,119,7
olynd23,0.005764924,FALSE,1467,1091,8557,528
om264227,0.161381476,FALSE,91,238,587,43
om_asis,0.040280279,FALSE,3836,91,50800,273
u2ei_,0.149740549,FALSE,1349,108,63900,22
_podd3,0.314814815,FALSE,27,67,13,2
alomktm69,0.010435565,FALSE,4126,7424,1302,35
alissakakus,0.00744382,FALSE,1424,3114,249,25
emma.guillot,0.213872163,FALSE,1016,1050,19800,77
brwyrr25bet99496,0.060283688,FALSE,188,564,281,27
nikhil_sty,0.112959943,FALSE,701500,1229,23500000,1555
xrcuhpk,1.17807506,FALSE,5536,175,489000,37
soumyadas8787,0.075216343,FALSE,1007,1029,10200,121
soso___10kx,0.374025974,FALSE,77,18,179,5
simbaelviejito,0.53418195,FALSE,14800,1186,218400,29
sharonlmakeup,0.00250843,FALSE,31400,257,1100000,162
flycrunchyt,0.118037152,FALSE,64600,3372,6900000,737
otismanley,0.283238095,FALSE,12300,180,170100,44
95sonu0,1.005050505,FALSE,18,17,197,11
0.0ada,0.010820559,FALSE,3327,608,407500,5
atypicalfam,0.157842276,FALSE,123000,213,6900000,172
basketballsoul007,0.054076261,FALSE,295600,222,8300000,1336
darlingfinch,0.040976114,FALSE,514500,783,20500000,136
ayebarbieee,0.074824567,FALSE,179800,99,480300,55
lightskinzack,0.013074065,FALSE,834400,251,13700000,275
billiebitches,0.028307036,FALSE,13400,32,39800,72
bellewoghirenn,0.130972473,FALSE,191500,407,5300000,543
gctvchtxxh,0.4,FALSE,10,3,3,1
dalatnails,0.001210737,FALSE,20600,125,150500,413
divulgadorzonasulsp,0.08908046,FALSE,261,214,822,17
djaalabmessoud,0.016157492,FALSE,9586,7679,214600,1546
aot011,0.308333333,FALSE,78,321,444,21
nickomeal,0.002432572,FALSE,188000,817,1300000,362
devtomarji87,0.035935385,FALSE,9498,90,14500,89
m_a_n_i_s_h_dabhi9012,0.003708628,FALSE,10100,5545,73100,805
dianac429,0.125870647,FALSE,402,224,2137,53
doru___emyr,0.028393493,FALSE,2248,1109,18500,166
dp_fida,3.6,FALSE,5,29,16,1
dozhatee_,0.410231023,FALSE,404,81,5330,30
5bl4l,0.101818092,FALSE,28900,108,516000,656
5cw3,1,FALSE,34,94,52,2
_rzlhanafi,0.242877493,FALSE,351,126,2642,24
the_vora_13,0.212086767,FALSE,621,186,4423,34
theanhpc,0.224806202,FALSE,129,255,1312,2
theetwercules,0.296400911,FALSE,43900,138,128600,10
juanpix4c2,0.024755271,FALSE,60300,102,3100000,1023
lenkh26,9.08E-05,FALSE,339000,6847,2800000,578
chrissyj025,0.014702696,FALSE,109700,4263,623200,261
dkr3d05,0.243243243,FALSE,37,336,7,1
c_r.v,0.5,FALSE,10,101,27,4
aap_2d,0.126785233,FALSE,1237,2228,3695,24
karmaknowz,0.015354299,FALSE,258200,641,2700000,1187
kateackova2,0.152107728,FALSE,2928,28,31900,41
aadktemerlove,0.05320197,FALSE,783,110,1419,43
f_atima16,0.016527197,FALSE,956,1032,4443,251
f_h7_f3,0.093582888,FALSE,34,49,33,11
soyulsu,36.49803922,FALSE,15,20,9318,17
ayon_sarker_,0.002347337,FALSE,120700,234,1700000,539
pr4nay,0.101042191,FALSE,77200,10,4700000,75
katjakrasavice,0.076420943,TRUE,3000000,2,61700000,198
_yug303,0.010980491,FALSE,5675,589,76700,73
qq_22_ww,0.157419355,FALSE,155,456,124,5
oliviadingman,0.00501749,FALSE,265700,558,7200000,757
itstashayall,0.005774194,FALSE,12400,792,48800,225
xoxomaryl,1.388551134,FALSE,4712,81,294000,54
cu12p,0.106012658,FALSE,79,151,124,18
obpyt,0.025640645,FALSE,9622,7201,419300,225
bvfdfhgfd,1.705882353,FALSE,34,22,63,3
favorofgod63,0.53368426,FALSE,6052,277,114500,39
.svobodaslova,2.195454545,FALSE,55,3,2419,16
xmxcha..bliss,0.815088757,FALSE,52,80,528,13
gopalku0,0.006848443,FALSE,5386,3950,29000,548
fading_angel_98,0.001638181,FALSE,160100,1662,1200000,466
sangeetapindoriya,0.021862434,FALSE,10800,72,94700,372
x_c.r99,0.018632584,FALSE,573,3455,2694,385
xlunvie,11.77116733,FALSE,3992,1047,197500,4
x_dki,0.33112381,FALSE,375,16,7464,84
c__h__a1,0.005418719,FALSE,174,634,968,278
liviutliviut19,1.06599143,FALSE,2567,1,13300,5
vvkcorre,1.8,FALSE,5,8,6,1
opequenogucci,0.111272184,FALSE,2168,248,4841,21
official_lmt,0.770414338,FALSE,27100,24,726300,44
lionsgate,0.02354637,TRUE,5400000,51,136800000,421
sj_thamizhko_dance,0.050034632,FALSE,23100,1,212400,277
status_foru7,0.093023186,FALSE,19100,5,339000,157
bajarang302,0.004069961,FALSE,9442,349,144900,132
shaysaprocky_,0.314864198,FALSE,13500,879,95600,21
chandrapraveen0607,0.017062904,FALSE,24300,196,441300,492
capudor,0.011377399,FALSE,20100,97,375400,641
kmr994,40.69748403,FALSE,626,20,202500,8
o.azy,0.774370012,FALSE,1239,127,10500,9
uyeenddey22,0.001870398,FALSE,19400,521,109700,7
faizas.salon,0.120974744,FALSE,184000,5,4600000,662
ctyyyin_,1.092117219,FALSE,4402,32,19400,4
cumbicosj7,0.142153533,FALSE,184,375,826,32
obx2xo,63.375,FALSE,4,6,504,2
jedh_,0.337762238,FALSE,143,112,454,10
jecica63,0.037288136,FALSE,1180,1227,548,2
s9lo_,1.241881339,FALSE,11600,3063,893100,73
je_te_ez_si_je_veut,0.025178253,FALSE,1452,3850,1214,34
s9_xl0,2.321142322,FALSE,17800,201,137700,14
_aisho,0.001503817,FALSE,26200,24,271200,283
a.maratovna.14,0.003514085,FALSE,14200,37,1000000,20
kriz031998,0.055762949,FALSE,155000,1,931900,148
303foodie,0.015834469,FALSE,1153,369,6843,220
shadysamir505,0.000745174,FALSE,112400,157,898600,717
dog.m1lk,0.973230903,FALSE,19200,884,1500000,339
by.charlxkimbx,0.024069753,FALSE,479,76,7674,73
byperfects,0.513262911,FALSE,1704,961,3825,5
bysfam,0.35483871,FALSE,31,27,7,1
ipemipckuranjiofficial,0.083204931,FALSE,118,201,89,11
xfrnchscx,0.357142857,FALSE,24,24,59,7
xhiplikelindsey,0.218325792,FALSE,102,85,578,25
xgaqrieiiax,2.787037037,FALSE,12,8,217,9
xhcallw,3.333333333,FALSE,3,25,11,1
angelinalalch,0.062923271,FALSE,7345,648,665500,275
___k.h___,0.82734375,FALSE,64,107,1051,20
__a716,0.875,FALSE,4,1,6,2
77loveforever,0.005835544,FALSE,1131,3601,1822,378
tik.g,0.094968696,FALSE,2946,15,62600,9
qt_lxser...1,2.346153846,FALSE,13,7,57,2
dy4u6n4yo02o,0.048291317,FALSE,1020,1366,1780,38
merve.kzcc,0.267973856,FALSE,1377,21,12900,22
mem_tv13,0.752817955,FALSE,2005,1047,52600,41
merajput6,0.001069815,FALSE,1549,232,3614,205
melodzky0817,0.031572918,FALSE,1247,512,5290,134
user8802029,0.015195088,FALSE,37400,99,42400,27
carito.rodriguez.7,0.020799314,FALSE,118300,362,894400,389
mrunlearning,0.036379735,FALSE,31300,144,177700,180
realestatebrokernorthof0,0.016148542,FALSE,233700,0,1600000,473
eboloko7,0.11994356,FALSE,113900,293,1200000,151
dy7fpqkolqto,1.6875,FALSE,112,78,541,3
10sa_patria,0.006328262,FALSE,3183,2649,11900,638
111111111ng1,0.278606349,FALSE,35000,95,179900,17
tahirolayri,0.021571031,FALSE,107700,1082,947500,854
yuha_0316,0.008070429,FALSE,118100,1658,2900000,116
laonenmhotsha,0.005224815,FALSE,2510,3951,5277,238
xisfervx,1.405172414,FALSE,29,36,153,4
xehgmkas,3.142857143,FALSE,2,4,40,7
fancydaily,0.013231546,FALSE,101800,17,1900000,88
floreaviky,0.034723577,FALSE,8743,3476,153500,258
alexander.helfer,0.010698058,FALSE,107400,885,400100,44
ycp73_,0.201070035,FALSE,2073,120,20800,54
ycnanrotcansutiab,0.004043875,FALSE,1081,1642,4633,186
yumi_blox_,0.076433121,FALSE,314,1246,26,1
lookgolfgp,0.025780731,FALSE,215,310,568,57
taelnd,0.064944282,FALSE,68200,791,3500000,333
floresfit,0.002168217,FALSE,404100,476,15800000,1545
ama_afumwaa,0.01362212,FALSE,15500,125,93900,202
elenamaerose,0.002560194,FALSE,111900,215,4200000,857
evdakia_nicole,0.002548068,FALSE,79500,260,778100,233
vaishureddy08,0.120873499,FALSE,193900,59,4800000,808
rzdarmawangsa,0.092150833,FALSE,1200000,1,20200000,174
indiiwrldd,0.037399478,FALSE,3997,1933,24400,71
ripleyc,0.26902439,FALSE,16400,183,965900,56
c0ttonc4ndyskies,0.861266753,FALSE,25700,665,534100,33
priyaxsangha,0.009618566,FALSE,7328,180,53300,85
heysoniachew,0.108887174,FALSE,20900,149,69600,31
ssddufm,0.04623598,FALSE,1201,1898,1061,25
sscpu_445,0.161071429,FALSE,160,256,2108,52
osceniebrown,0.073429151,FALSE,603,555,791,18
craft_atdapat,0.014386132,FALSE,5406,351,127800,170
cz.sa,0.132857143,FALSE,660,1221,18100,75
faisalpitafi981,0.033400468,FALSE,146400,13,3800000,805
15percentoncarinsurance,0.261666667,FALSE,200,1184,1818,33
xx.h.me0,0.150166113,FALSE,43,47,410,43
giallo._.panda_giallo,1.970677362,FALSE,748,91,21900,15
giopanichii,1.376114082,FALSE,187,230,919,4
gijhggojfdhougc3395,0.01053646,FALSE,3113,6525,6216,227
gianggvan66,0.013719988,FALSE,2138,5112,746,24
geovaning,0.030597724,FALSE,56500,388,240200,631
ggiwpd_58,0.238095238,FALSE,7,28,9,6
zawsoe485,0.01621683,FALSE,3123,9849,1537,31
jharanathapa103,0.059130774,FALSE,1466,914,9039,88
jhefcosta8,0.104190772,FALSE,1865,348,4524,19
userl90ojiqeyo,0.087956811,FALSE,344,1600,1197,42
userkpuxmqpywf,0.072224824,FALSE,610,471,3318,158
sahbhazkhan36n,0.004812575,FALSE,71800,20,934600,300
89xprofessor,0.004660046,FALSE,7480,37,86400,72
saengaloun_pvl,0.054836099,FALSE,706,282,3664,100
sadikshya1520,0.218015482,FALSE,1218,1618,10300,44
ipsebroto,0.056220657,FALSE,355,2407,654,37
iprfk,0.723255814,FALSE,86,196,766,6
huyenciuu98,0.040886941,FALSE,16300,502,84600,119
kaun2198,0.059424226,FALSE,9205,23,41000,1
rimu_mohonto,0.048243199,FALSE,79300,24,1500000,228
simang02,0.000212592,FALSE,122300,920,270100,1231
a.ahshi,0.066505754,FALSE,55200,85,1100000,45
ile2732,0.394957983,FALSE,68,76,540,21
qwoill,0.683641975,FALSE,54,31,418,12
